mois,annee,Zelina, Iruno,loyer,wifi,tram,redal,dette,capcut
10,2025,0,0,1150,100,160,50,630,8.44
11,2025,0.00,0.00,1150.00,85.00,160.00,50.00,52.71,60.00,300.00
12,2025,0.00,0.00,1150.00,0.00,160.00,80.19,52.08,103.40,94.77,190.52
1,2026,2550.00,0.00,1150.00,72.00,160.00,92.67,52.16,58.67,95.01
2,2026,0.00,0.00,1150.00,72.00,160.00,92.67,52.16,58.67,95.01
