mois,annee,listeRevenu
10,2025,5000,0,521.75,0.00
11,2025,5000.00,118.51,409.00,0.00,0.00,0.00
12,2025,5000.00,0.00,3000.00,200.00,327.61,5.60,558.88,0.00,0.00,0.00
1,2026,5000.00,0.00,0.00,0.00,0.00,0.00
2,2026,5000.00,0.00,0.00,0.00
3,2026,5000.00,0.00,-170.03
4,2026,5000.00,0.00,-777.56
